Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Profit Margin,YearMonth
4002,CA-2015-116834,2015-11-10,16/10/2015,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115.0,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,74.83,0.21689855072463768,2015-11
4003,CA-2017-145730,2017-03-03,8/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,89.24,0.1398974127443972,2017-03
4004,CA-2017-145730,2017-03-03,8/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207.0,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,62.45,0.2169080615470112,2017-03
4005,CA-2017-145730,2017-03-03,8/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,6.48,0.17704918032786884,2017-03
4006,US-2016-168732,2016-10-12,16/12/2016,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,0.32,0.1797752808988764,2016-10
4007,US-2016-168732,2016-10-12,16/12/2016,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,25.92,4.59,0.17708333333333331,2016-10
4008,US-2016-168732,2016-10-12,16/12/2016,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,22.11,0.21689228958210713,2016-10
4010,CA-2018-144463,2018-01-01,5/1/2018,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90036.0,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,66.37,0.13989418881605295,2018-01
4026,CA-2018-139311,2018-11-08,13/08/2018,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021.0,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,5.25,0.17698220064724918,2018-11
4027,CA-2018-139311,2018-11-08,13/08/2018,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021.0,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184,1.63,0.17748257839721254,2018-11
4028,CA-2018-139311,2018-11-08,13/08/2018,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021.0,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,33.31,0.21688457130951141,2018-11
4029,CA-2018-139311,2018-11-08,13/08/2018,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021.0,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,2.28,0.17723880597014924,2018-11
4035,US-2017-108777,2017-12-12,12/12/2017,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052.0,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3.31,0.17707163109185256,2017-12
4036,US-2017-108777,2017-12-12,12/12/2017,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052.0,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,83.28,0.21690211276409552,2017-12
4046,CA-2016-136378,2016-02-04,7/4/2016,Standard Class,CS-11845,Cari Sayre,Corporate,United States,Houston,Texas,77070.0,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,1.62,0.17693315858453473,2016-02
4061,CA-2017-129196,2017-01-11,7/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,14.77,0.2168487197556965,2017-01
4063,US-2017-122182,2017-10-03,14/03/2017,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,8.67,0.21679335867173435,2017-10
4066,CA-2015-102673,2015-01-11,5/11/2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,1.33,0.1768617021276596,2015-01
4067,CA-2015-102673,2015-01-11,5/11/2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,1.82,0.17718068535825546,2015-01
4068,CA-2015-102673,2015-01-11,5/11/2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,47.808,8.46,0.1769578313253012,2015-01
4069,CA-2015-102673,2015-01-11,5/11/2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10004434,Technology,Phones,Cisco IPÂ PhoneÂ 7961G VoIPÂ phoneÂ - Dark gray,978.84,212.31,0.2168995954394998,2015-01
4073,CA-2016-156104,2016-06-12,8/12/2016,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,216.9,0.21690433808676174,2016-06
4085,CA-2018-163692,2018-07-09,9/9/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,1.39,0.17691230749649992,2018-07
4086,CA-2017-111913,2017-04-08,6/8/2017,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,65.59,0.21690962484787554,2017-04
4087,CA-2017-111913,2017-04-08,6/8/2017,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823.0,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3.71,0.1770714012982054,2017-04
4088,CA-2017-111913,2017-04-08,6/8/2017,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823.0,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,2.09,0.17735913102511877,2017-04
4090,CA-2017-161473,2017-01-04,5/4/2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035.0,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,3.66,0.17681159420289858,2017-01
4091,CA-2017-161473,2017-01-04,5/4/2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035.0,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,1.94,0.1771689497716895,2017-01
4092,CA-2017-161473,2017-01-04,5/4/2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035.0,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,2.54,0.1769788182831661,2017-01
4105,US-2018-155999,2018-07-08,13/08/2018,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,34.7,0.21692923230807704,2018-07
4106,US-2018-155999,2018-07-08,13/08/2018,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105.0,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2.44,0.17732558139534885,2018-07
4108,CA-2016-105599,2016-07-09,7/9/2016,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2.47,0.17693409742120345,2016-07
4109,CA-2016-105599,2016-07-09,7/9/2016,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011.0,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3.84,0.1400744145327205,2016-07
4114,CA-2016-116687,2016-02-05,7/5/2016,Standard Class,NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095.0,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.856,1.57,0.17728093947606144,2016-02
4115,CA-2016-116687,2016-02-05,7/5/2016,Standard Class,NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,34.35,0.21688892256402487,2016-02
4121,CA-2018-117394,2018-04-09,10/9/2018,Standard Class,MM-17920,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4.13,0.21691176470588236,2018-04
4122,CA-2018-133823,2018-11-05,12/5/2018,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103.0,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â€ x 11â€",37.44,6.63,0.17708333333333334,2018-11
4123,CA-2018-133823,2018-11-05,12/5/2018,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103.0,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,37.59,6.65,0.17690875232774672,2018-11
4124,CA-2018-133823,2018-11-05,12/5/2018,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032,4.61,0.17708973570989553,2018-11
4125,CA-2015-127523,2015-11-05,18/05/2015,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,13601.0,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,6.36,0.17710944026733502,2015-11
4127,CA-2018-156769,2018-06-05,9/5/2018,First Class,GZ-14470,Gary Zandusky,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,9.67,0.17691181851445298,2018-06
4132,CA-2016-111703,2016-02-07,9/7/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021.0,South,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,11.952,2.12,0.17737617135207498,2016-02
4133,CA-2016-111703,2016-02-07,9/7/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021.0,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,2.75,0.17682613168724282,2016-02
4134,CA-2015-128839,2015-08-09,13/09/2015,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320.0,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0,7.97,0.1771111111111111,2015-08
4135,CA-2015-128839,2015-08-09,13/09/2015,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320.0,South,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97,45.54,0.2168881268752679,2015-08
4136,CA-2018-105914,2018-02-10,8/10/2018,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036.0,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,19.85,0.17704245451302178,2018-02
4137,CA-2018-105914,2018-02-10,8/10/2018,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036.0,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,278.8,0.17700013967012457,2018-02
4140,CA-2018-127313,2018-01-12,4/12/2018,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,6.62,0.17704321780059903,2018-01
4141,CA-2018-127313,2018-01-12,4/12/2018,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,11.07,0.13991405460060666,2018-01
4152,CA-2018-100160,2018-07-09,11/9/2018,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,5.18,0.1771545827633379,2018-07
4153,CA-2018-100160,2018-07-09,11/9/2018,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,2.75,0.17682613168724282,2018-07
4154,CA-2018-100160,2018-07-09,11/9/2018,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896,0.87,0.17769607843137256,2018-07
4157,CA-2016-101091,2016-05-12,9/12/2016,Second Class,SW-20245,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,10.41,0.21694731577192397,2016-05
4158,CA-2016-101091,2016-05-12,9/12/2016,Second Class,SW-20245,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064,4.61,0.17687231430325354,2016-05
4159,CA-2015-126907,2015-01-11,8/11/2015,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,2.78,0.17711518858307848,2015-01
4167,CA-2016-160213,2016-08-03,13/03/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Long Beach,New York,11561.0,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3.44,0.17695473251028807,2016-08
4168,CA-2015-157924,2015-11-10,13/10/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104.0,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,5.65,0.17700501253132833,2015-11
4169,CA-2015-157924,2015-11-10,13/10/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104.0,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,60.66,0.1399088493615765,2015-11
4173,CA-2017-152163,2017-01-07,1/7/2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203.0,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2.51,0.17676056338028168,2017-01
4174,CA-2017-152163,2017-01-07,1/7/2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203.0,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,12.96,2.29,0.1766975308641975,2017-01
4175,CA-2017-152163,2017-01-07,1/7/2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203.0,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,10.33,0.1770654782310593,2017-01
4177,CA-2015-128846,2015-07-04,12/4/2015,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203.0,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,629.95,136.64,0.21690610365902052,2015-07
4178,CA-2015-128846,2015-07-04,12/4/2015,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,122.97,21.77,0.17703504919899163,2015-07
4180,US-2018-119039,2018-06-03,10/3/2018,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,94109.0,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,14.976,2.65,0.1769497863247863,2018-06
4181,CA-2018-128426,2018-07-10,11/10/2018,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,0.75,0.17688679245283018,2018-07
4182,US-2018-136868,2018-06-10,12/10/2018,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035.0,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,69.4,0.21690211276409554,2018-06
4183,US-2018-136868,2018-06-10,12/10/2018,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3.02,0.1772300469483568,2018-06
4184,US-2018-136868,2018-06-10,12/10/2018,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035.0,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,61.05,0.177002696355571,2018-06
4185,CA-2017-143749,2017-05-12,7/12/2017,First Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,2038.0,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,11.46,0.13985843299975592,2017-05
4192,CA-2016-129392,2016-08-07,8/7/2016,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070.0,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,3.74,0.17708333333333334,2016-08
4196,CA-2017-124233,2017-08-04,14/04/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,3.46,0.14008097165991903,2017-08
4198,US-2017-161683,2017-03-12,8/12/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394.816,69.88,0.17699384016858485,2017-03
4199,US-2017-161683,2017-03-12,8/12/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,3.22,0.1770008795074758,2017-03
4200,CA-2016-143105,2016-10-12,10/12/2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024.0,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1.29,0.17647058823529413,2016-10
4201,CA-2016-143105,2016-10-12,10/12/2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984,173.52,0.21690433808676174,2016-10
4202,CA-2016-143105,2016-10-12,10/12/2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",41.28,7.31,0.17708333333333331,2016-10
4203,CA-2016-143105,2016-10-12,10/12/2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,184.66,32.68,0.17697389797465612,2016-10
4211,CA-2018-109715,2018-09-12,14/12/2018,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2.83,0.17705205205205204,2018-09
4212,CA-2015-166457,2015-05-05,9/5/2015,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,1.67,0.17728237791932058,2015-05
4213,CA-2015-166457,2015-05-05,9/5/2015,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,1.16,0.17682926829268292,2015-05
4214,CA-2015-166457,2015-05-05,9/5/2015,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,4.35,0.1771172638436482,2015-05
4215,CA-2017-164637,2017-04-03,8/3/2017,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544.0,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,22.73,0.17702492211838006,2017-04
4218,CA-2018-149881,2018-01-04,3/4/2018,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110.0,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,67.52,0.13989027563688197,2018-01
4219,CA-2018-149881,2018-01-04,3/4/2018,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110.0,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,1041.12,0.21690072300240998,2018-01
4220,CA-2018-134565,2018-11-06,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94,6.72,0.1771217712177122,2018-11
4221,CA-2018-134565,2018-11-06,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,3.24,0.17716535433070868,2018-11
4222,CA-2018-134565,2018-11-06,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,83.68,0.21689994815966823,2018-11
4223,CA-2018-134565,2018-11-06,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,18.22,0.17696192696192697,2018-11
4224,CA-2018-134565,2018-11-06,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42,24.4,0.13989221419561976,2018-11
4227,CA-2018-120327,2018-11-11,16/11/2018,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322.0,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,8.13,0.17704703832752614,2018-11
4228,CA-2016-154970,2016-05-01,10/1/2016,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,8.62,0.1399714211483502,2016-05
4230,CA-2018-100223,2018-05-07,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,46.45,0.13989783994120977,2018-05
4231,CA-2018-100223,2018-05-07,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,2.02,0.17728629103036686,2018-05
4232,CA-2018-100223,2018-05-07,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.552,2.75,0.17682613168724282,2018-05
4233,CA-2018-100223,2018-05-07,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,31.104,5.51,0.17714763374485595,2018-05
4234,CA-2018-100223,2018-05-07,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.316,1.12,0.1773274224192527,2018-05
4243,CA-2017-159142,2017-04-04,5/4/2017,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153.0,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,32.53,0.21691004867640196,2017-04
4244,CA-2017-159142,2017-04-04,5/4/2017,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153.0,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,4.92,0.17691477885652643,2017-04
4249,CA-2017-157336,2017-01-12,5/12/2017,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,15.59,0.1769981834695731,2017-01
4250,CA-2017-157336,2017-01-12,5/12/2017,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824.0,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,105.19,0.13989520161719332,2017-01
4258,CA-2016-101924,2016-04-09,9/9/2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504.0,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,1.73,0.1772177832411391,2016-04
4262,CA-2018-158344,2018-07-08,11/8/2018,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560.0,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,13.87,0.21685428392745465,2018-07
